16	13
17	15
19	16
22	7
26	5
27	13
28	11
28	25
29	4
31	17
35	2
38	6
38	25
39	17
40	12
40	14
40	31
42	1
42	2
42	7
42	18
44	27
45	8
46	37
48	7
49	3
49	19
49	21
49	28
50	23
50	31
51	44
52	9
52	20
53	27
54	11
54	12
54	16
54	39
54	42
54	50
55	11
55	29
57	12
57	34
58	12
58	26
58	47
58	54
59	24
59	50
61	36
62	47
63	20
63	46
63	50
64	53
66	13
66	16
67	24
68	51
69	33
69	53
70	11
70	29
70	66
71	39
71	52
72	28
72	53
73	59
74	4
74	42
74	48
74	53
75	12
76	25
77	17
77	22
77	37
77	49
78	2
78	15
78	45
78	77
79	6
80	30
80	38
80	47
81	2
81	48
82	27
83	3
83	18
84	1
84	58
84	65
85	12
85	40
86	47
86	68
86	82
87	83
88	14
88	22
88	33
88	36
88	85
89	5
89	25
89	49
90	37
90	55
90	85
91	41
91	70
92	2
92	75
93	92
94	68
95	11
95	79
96	22
96	89
97	36
98	25
98	35
98	45
99	25
99	48
99	67
99	98
100	48
100	75
101	51
101	70
102	19
102	28
102	56
102	83
103	30
103	33
104	25
104	51
105	7
105	14
105	92
106	18
106	39
106	50
106	74
106	100
107	15
107	45
107	65
107	95
108	6
108	18
109	53
110	10
110	39
110	97
110	101
112	74
112	89
113	84
113	111
114	17
114	77
116	32
116	51
116	52
116	61
116	70
117	21
117	55
117	59
118	1
118	5
118	45
118	50
118	63
118	72
120	98
121	63
122	62
123	28
123	38
123	64
123	72
123	78
124	35
124	53
124	81
126	76
126	85
127	32
127	63
127	65
127	96
127	100
128	113
129	11
129	15
129	118
130	32
130	54
130	67
131	1
131	5
131	18
131	23
131	31
131	48
131	88
131	97
133	2
133	48
133	63
133	82
133	127
134	7
134	26
134	38
134	105
135	58
135	64
135	98
136	108
137	6
137	105
138	28
138	31
138	101
138	123
139	11
140	9
140	67
140	96
140	133
140	137
141	4
141	11
141	24
141	97
141	106
141	110
142	82
142	89
142	103
142	118
143	12
143	107
143	138
144	25
144	56
144	102
144	106
