2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
10	1
11	9
11	4
11	6
11	3
11	5
11	2
11	7
11	10
11	1
11	8
12	10
12	11
12	5
12	4
12	9
12	1
12	8
12	7
12	6
12	3
13	4
13	12
13	8
13	11
13	3
13	9
13	5
13	1
13	7
13	10
14	8
14	3
14	12
14	13
14	4
14	11
14	1
14	5
14	7
14	6
15	14
15	7
15	11
15	13
15	1
15	4
15	8
15	9
15	5
15	3
16	1
16	7
16	3
16	12
16	13
16	14
16	15
16	9
16	11
16	2
17	13
17	5
17	16
17	1
17	10
17	2
17	15
17	11
17	9
17	12
18	10
18	14
18	7
18	6
18	15
18	16
18	2
18	11
18	3
18	5
19	17
19	1
19	14
19	15
19	12
19	11
19	7
19	10
19	16
19	3
20	4
20	13
20	11
20	6
20	7
20	5
20	18
20	3
20	14
20	10
21	1
21	15
21	16
21	10
21	11
21	18
21	19
21	20
21	3
21	12
22	12
22	9
22	5
22	21
22	7
22	18
22	13
22	14
22	8
22	10
23	6
23	22
23	14
23	4
23	15
23	21
23	16
23	1
23	10
23	11
24	4
24	13
24	9
24	22
24	14
24	19
24	12
24	23
24	11
24	10
25	18
25	21
25	3
25	17
25	10
25	11
25	12
25	20
25	15
25	2
26	22
26	18
26	5
26	11
26	6
26	16
26	13
26	14
26	15
26	24
27	25
27	11
27	9
27	2
27	24
27	7
27	14
27	18
27	15
27	17
28	16
28	11
28	15
28	9
28	24
28	12
28	13
28	22
28	14
28	10
29	25
29	6
29	24
29	5
29	14
29	15
29	7
29	10
29	18
29	9
30	1
30	28
30	3
30	27
30	20
30	23
30	15
30	29
30	25
30	9
31	30
31	25
31	13
31	24
31	23
31	7
31	16
31	29
31	18
31	14
32	7
32	21
32	12
32	8
32	26
32	10
32	14
32	24
32	17
32	15
33	15
33	30
33	8
33	1
33	4
33	31
33	18
33	16
33	24
33	12
34	10
34	12
34	3
34	14
34	15
34	21
34	11
34	5
34	28
34	27
35	19
35	10
35	21
35	17
35	23
35	25
35	14
35	34
35	9
35	7
36	7
36	1
36	10
36	15
36	21
36	24
36	11
36	25
36	8
36	16
37	32
37	5
37	12
37	8
37	14
37	9
37	20
37	22
37	11
37	3
38	15
38	27
38	11
38	12
38	28
38	10
38	37
38	14
38	20
38	23
39	14
39	12
39	28
39	15
39	24
39	18
39	32
39	7
39	16
39	13
40	17
40	28
40	26
40	3
40	4
40	38
40	33
40	7
40	34
40	18
41	8
41	1
41	11
41	33
41	12
41	21
41	16
41	13
41	24
41	15
42	40
42	8
42	20
42	36
42	13
42	2
42	12
42	18
42	9
42	11
43	16
43	11
43	34
43	18
43	6
43	7
43	41
43	14
43	26
43	23
44	11
44	33
44	5
44	12
44	2
44	21
44	9
44	22
44	20
44	41
45	32
45	27
45	44
45	12
45	26
45	4
45	15
45	25
45	11
45	13
46	16
46	6
46	19
46	18
46	5
46	15
46	43
46	30
46	38
46	3
47	16
47	7
47	40
47	39
47	14
47	4
47	12
47	30
47	42
47	43
48	3
48	18
48	16
48	29
48	41
48	12
48	5
48	44
48	47
48	24
49	42
49	10
49	44
49	1
49	35
49	37
49	13
49	20
49	40
49	2
50	11
50	14
50	6
50	21
50	24
50	26
50	28
50	48
50	12
50	15
51	37
51	28
51	5
51	33
51	3
51	19
51	49
51	20
51	16
51	42
52	10
52	22
52	6
52	15
52	4
52	35
52	36
52	13
52	9
52	7
53	10
53	15
53	40
53	18
53	20
53	16
53	5
53	47
53	12
53	4
54	13
54	1
54	44
54	12
54	5
54	29
54	16
54	28
54	20
54	34
55	7
55	22
55	12
55	23
55	26
55	8
55	25
55	24
55	32
55	40
56	48
56	19
56	14
56	40
56	3
56	13
56	7
56	37
56	20
56	11
57	4
57	12
57	11
57	22
57	30
57	15
57	10
57	28
57	3
57	2
58	7
58	16
58	18
58	51
58	56
58	53
58	8
58	47
58	33
58	3
59	42
59	14
59	20
59	11
59	5
59	46
59	57
59	43
59	37
59	22
60	7
60	18
60	15
60	38
60	4
60	13
60	44
60	36
60	22
60	29
61	43
61	17
61	50
61	31
61	54
61	11
61	15
61	12
61	21
61	3
62	23
62	11
62	43
62	26
62	13
62	20
62	54
62	51
62	7
62	5
63	27
63	37
63	31
63	24
63	25
63	13
63	17
63	4
63	7
63	40
64	55
64	31
64	19
64	10
64	26
64	50
64	7
64	23
64	13
64	22
65	1
65	29
65	3
65	47
65	15
65	52
65	43
65	18
65	39
65	12
66	33
66	9
66	20
66	1
66	25
66	7
66	15
66	30
66	14
66	3
67	17
67	9
67	38
67	18
67	52
67	10
67	51
67	21
67	12
67	14
68	12
68	57
68	32
68	40
68	34
68	41
68	23
68	44
68	19
68	7
69	2
69	62
69	52
69	11
69	19
69	18
69	16
69	7
69	23
69	28
70	68
70	62
70	28
70	46
70	67
70	34
70	2
70	12
70	43
70	57
71	54
71	49
71	2
71	40
71	18
71	48
71	10
71	13
71	15
71	37
72	32
72	7
72	13
72	62
72	51
72	26
72	56
72	18
72	44
72	66
73	38
73	64
73	2
73	60
73	11
73	51
73	69
73	8
73	50
73	15
74	49
74	23
74	2
74	39
74	58
74	63
74	25
74	15
74	20
74	71
75	16
75	1
75	10
75	43
75	37
75	36
75	4
75	54
75	30
75	13
76	20
76	33
76	6
76	10
76	2
76	12
76	37
76	19
76	44
76	40
77	22
77	11
77	31
77	73
77	30
77	8
77	41
77	14
77	61
77	40
78	33
78	43
78	24
78	49
78	39
78	11
78	12
78	9
78	68
78	16
79	64
79	27
79	48
79	60
79	8
79	31
79	37
79	70
79	34
79	41
80	51
80	68
80	2
80	14
80	31
80	6
80	49
80	37
80	24
80	15
81	18
81	9
81	62
81	40
81	12
81	20
81	5
81	16
81	67
81	8
82	12
82	50
82	44
82	73
82	74
82	26
82	2
82	29
82	21
82	55
83	13
83	18
83	42
83	22
83	16
83	15
83	46
83	32
83	39
83	57
84	58
84	83
84	20
84	14
84	37
84	45
84	23
84	12
84	36
84	25
85	40
85	9
85	20
85	16
85	27
85	2
85	78
85	49
85	29
85	21
86	56
86	37
86	46
86	10
86	35
86	14
86	18
86	15
86	49
86	72
87	81
87	16
87	10
87	15
87	37
87	64
87	26
87	41
87	9
87	11
88	21
88	5
88	33
88	58
88	30
88	61
88	50
88	34
88	83
88	6
89	36
89	86
89	13
89	11
89	40
89	25
89	32
89	3
89	39
89	79
90	25
90	33
90	4
90	32
90	15
90	7
90	87
90	16
90	55
90	18
91	47
91	30
91	6
91	82
91	36
91	12
91	18
91	20
91	39
91	14
92	18
92	2
92	34
92	19
92	20
92	1
92	29
92	37
92	57
92	16
93	69
93	73
93	20
93	13
93	4
93	12
93	89
93	8
93	33
93	22
94	1
94	62
94	27
94	63
94	26
94	14
94	10
94	35
94	40
94	36
95	33
95	78
95	56
95	5
95	22
95	89
95	14
95	11
95	7
95	48
96	55
96	47
96	38
96	11
96	12
96	21
96	14
96	6
96	52
96	64
97	91
97	12
97	11
97	30
97	44
97	15
97	47
97	3
97	23
97	16
98	36
98	83
98	62
98	53
98	47
98	93
98	46
98	28
98	61
98	58
99	5
99	56
99	27
99	22
99	67
99	24
99	92
99	68
99	50
99	98
100	29
100	5
100	46
100	42
100	81
100	4
100	13
100	49
100	95
100	37
101	10
101	23
101	61
101	98
101	18
101	16
101	44
101	15
101	3
101	11
102	21
102	7
102	49
102	42
102	25
102	4
102	3
102	95
102	14
102	60
103	61
103	12
103	40
103	38
103	15
103	64
103	87
103	70
103	44
103	32
104	6
104	20
104	16
104	29
104	36
104	33
104	65
104	14
104	101
104	102
105	14
105	68
105	23
105	69
105	24
105	27
105	61
105	19
105	25
105	36
106	45
106	68
106	87
106	59
106	13
106	15
106	12
106	26
106	64
106	79
107	39
107	14
107	13
107	3
107	17
107	9
107	38
107	37
107	18
107	22
108	58
108	52
108	7
108	9
108	27
108	11
108	69
108	31
108	102
108	89
109	79
109	32
109	72
109	50
109	47
109	16
109	8
109	15
109	14
109	101
110	106
110	109
110	39
110	89
110	35
110	17
110	14
110	12
110	58
110	45
111	61
111	19
111	104
111	56
111	11
111	24
111	66
111	34
111	45
111	1
112	16
112	28
112	41
112	23
112	22
112	65
112	20
112	88
112	19
112	70
113	7
113	18
113	8
113	66
113	5
113	22
113	40
113	73
113	88
113	15
114	64
114	26
114	112
114	33
114	84
114	11
114	4
114	30
114	14
114	38
115	7
115	49
115	5
115	3
115	12
115	97
115	66
115	11
115	104
115	56
116	17
116	109
116	16
116	96
116	25
116	67
116	10
116	108
116	74
116	36
117	79
117	35
117	113
117	24
117	107
117	3
117	12
117	69
117	40
117	65
118	12
118	74
118	109
118	112
118	49
118	11
118	80
118	86
118	23
118	76
119	104
119	70
119	65
119	64
119	11
119	21
119	95
119	66
119	46
119	97
120	16
120	68
120	79
120	43
120	63
120	8
120	11
120	45
120	29
120	109
121	9
121	7
121	61
121	92
121	21
121	18
121	46
121	13
121	109
121	17
122	16
122	114
122	78
122	40
122	50
122	39
122	80
122	35
122	95
122	93
123	13
123	81
123	8
123	26
123	77
123	18
123	40
123	34
123	16
123	1
124	74
124	5
124	2
124	103
124	8
124	94
124	55
124	32
124	31
124	29
125	85
125	17
125	73
125	47
125	15
125	116
125	98
125	14
125	43
125	100
126	19
126	43
126	14
126	18
126	22
126	40
126	24
126	39
126	50
126	79
127	114
127	115
127	61
127	94
127	6
127	20
127	92
127	80
127	33
127	19
128	94
128	99
128	76
128	120
128	51
128	73
128	84
128	11
128	17
128	40
129	102
129	25
129	63
129	21
129	122
129	23
129	33
129	34
129	20
129	51
130	38
130	18
130	23
130	39
130	78
130	91
130	51
130	66
130	120
130	11
131	56
131	13
131	39
131	12
131	20
131	42
131	5
131	17
131	95
131	68
132	13
132	131
132	15
132	10
132	51
132	18
132	29
132	16
132	3
132	7
133	41
133	39
133	11
133	58
133	32
133	101
133	20
133	57
133	10
133	16
134	40
134	14
134	133
134	131
134	11
134	18
134	46
134	33
134	112
134	39
135	42
135	13
135	15
135	28
135	29
135	21
135	8
135	22
135	65
135	18
136	93
136	72
136	15
136	8
136	20
136	112
136	98
136	38
136	75
136	37
137	11
137	126
137	65
137	22
137	14
137	50
137	21
137	78
137	70
137	34
138	88
138	17
138	13
138	28
138	86
138	1
138	12
138	3
138	25
138	118
139	39
139	85
139	63
139	47
139	11
139	109
139	28
139	16
139	101
139	79
140	49
140	18
140	28
140	14
140	13
140	98
140	87
140	64
140	10
140	52
141	12
141	76
141	49
141	57
141	32
141	20
141	52
141	101
141	110
141	22
142	40
142	25
142	102
142	34
142	5
142	12
142	10
142	46
142	58
142	73
143	15
143	61
143	40
143	56
143	72
143	135
143	29
143	74
143	21
143	10
144	32
144	98
144	17
144	64
144	40
144	29
144	107
144	4
144	5
144	77
145	115
145	5
145	37
145	70
145	92
145	47
145	55
145	98
145	10
145	50
146	112
146	15
146	145
146	113
146	76
146	129
146	5
146	37
146	40
146	106
147	7
147	64
147	48
147	23
147	122
147	16
147	32
147	12
147	87
147	98
148	56
148	39
148	28
148	36
148	32
148	24
148	102
